file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/Users/victorfrancorezende/./codec/src/test/org/apache/commons/codec/binary/Base64TestData.java,org.apache.commons.codec.binary.Base64TestData,class,4,8,4,4,15,1,0,9,15,0.9583333,0.0,0.0,6,6,0,2,0,4,4,0,0,0,8,8,3,2,0,3,8,0,8,69,7,3,6,1,0,43,1039,26,8,18,2,0,0,0,298,1,0
/Users/victorfrancorezende/./codec/src/java/org/apache/commons/codec/Decoder.java,org.apache.commons.codec.Decoder,interface,0,3,3,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1,0
/Users/victorfrancorezende/./codec/src/java/org/apache/commons/codec/language/bm/Languages.java,org.apache.commons.codec.language.bm.Languages,class,2,6,4,2,13,1,0,17,4,0.73333335,0.0,0.0,5,3,3,2,0,0,4,0,0,0,3,2,1,2,0,0,3,0,5,52,4,2,1,0,0,3,1,10,1,8,3,0,0,0,106,1,0
/Users/victorfrancorezende/./codec/src/test/org/apache/commons/codec/net/RFC1522CodecTest.java,org.apache.commons.codec.net.RFC1522CodecTest,class,4,5,1,4,4,2,0,5,3,0.0,0.0,0.0,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,1,0,13,0,2,0,2,1,0,1,0,29,1,0
/Users/victorfrancorezende/./codec/src/java/org/apache/commons/codec/language/Metaphone.java,org.apache.commons.codec.language.Metaphone,class,4,6,2,4,111,1,0,21,64,0.8958333,0.04761905,0.04761905,12,0,7,5,0,0,7,0,0,0,4,3,0,4,0,0,3,0,0,277,12,1,13,0,19,15,54,23,22,15,5,0,0,0,171,1,0
/Users/victorfrancorezende/./codec/src/java/org/apache/commons/codec/binary/Base64OutputStream.java,org.apache.commons.codec.binary.Base64OutputStream,class,3,4,1,3,3,4,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,1,0
/Users/victorfrancorezende/./codec/src/java/org/apache/commons/codec/language/RefinedSoundex.java,org.apache.commons.codec.language.RefinedSoundex,class,5,7,2,5,15,1,0,12,16,0.84375,0.21428572,0.21428572,8,0,7,0,0,1,8,0,0,0,4,3,2,2,0,0,4,0,5,58,8,1,4,0,1,2,7,12,1,8,2,0,0,0,168,1,0
/Users/victorfrancorezende/./codec/src/test/org/apache/commons/codec/binary/Base32Test.java,org.apache.commons.codec.binary.Base32Test,class,5,5,0,5,16,1,0,10,21,0.85714287,0.0,0.0,7,0,7,0,0,0,7,0,0,0,3,3,0,3,0,0,3,0,4,61,0,8,0,0,0,51,28,22,3,21,2,0,0,0,36,1,0
/Users/victorfrancorezende/./codec/src/java/org/apache/commons/codec/language/Soundex.java,org.apache.commons.codec.language.Soundex,class,5,8,3,5,27,1,0,10,25,0.85,0.14285715,0.14285715,10,0,7,3,0,0,7,0,0,0,4,3,2,2,0,0,4,0,3,76,10,1,11,0,5,3,14,20,4,14,3,0,0,0,185,1,0
/Users/victorfrancorezende/./codec/src/test/org/apache/commons/codec/binary/Base32InputStreamTest.java,org.apache.commons.codec.binary.Base32InputStreamTest,class,10,11,1,10,25,1,0,15,60,0.7916666,0.027777778,0.027777778,12,0,9,3,0,0,9,0,0,0,2,2,0,2,0,0,2,0,21,163,0,8,0,5,0,27,68,68,2,40,1,0,0,0,117,1,0
